1695-2341,30,non
854-1695,67,friends
551-1695,61,non
2631-1695,30,non
491-1695,42,non
1180-1695,28,non
3935-1695,33,friends
3395-1695,21,non
3273-1695,82,non
11032-1695,30,non
3012-1695,28,non
226-1695,67,friends
4632-1695,22,friends
1695-3439,21,non
1695-49370,108,friends
12321-1695,65,friends
1695-24266,39,non
4717-1695,21,non
4678-1695,36,non
3476-1695,42,non
105294-1695,36,non
2714-1695,19,non
1695-10733,58,non
3359-1695,18,non
956-842,36,non
18830-956,23,non
956-475,18,friends
819-956,154,non
19096-956,39,non
1922-956,68,friends
3340-956,30,non
18584-956,23,non
1488-956,22,non
337-956,33,non
3756-956,54,non
956-1201,66,friends
1198-956,82,non
4989-956,23,non
6156-956,91,non
956-2704,50,non
3206-956,59,non
2810-956,145,non
786-956,36,friends
1542-956,45,friends
588-956,96,non
446-956,102,non
11060-956,42,non
551-956,76,non
3222-956,66,non
4794-956,58,non
2319-956,96,friends
4806-956,48,non
2631-956,26,non
3631-956,91,friends
4929-956,31,non
3328-956,146,friends
486-956,48,non
401-956,116,friends
11067-956,33,non
491-956,79,non
3935-956,47,non
956-1948,31,non
19404-956,99,non
10837-956,90,non
3395-956,18,non
6155-956,60,non
4804-956,24,non
947-956,25,non
3273-956,72,non
19585-956,41,non
211-956,46,friends
956-1414,31,friends
18898-956,69,non
18517-956,38,non
956-3439,20,non
14446-956,35,non
12321-956,22,non
956-24266,33,friends
4717-956,69,non
11097-956,45,non
4799-956,25,non
3682-956,92,friends
436-956,38,non
4678-956,69,non
350-956,88,non
10812-956,68,non
4761-956,56,non
3667-956,81,non
3476-956,16,non
135-956,32,non
267-956,75,non
49147-956,24,non
3360-956,21,non
573-956,29,non
11096-956,72,friends
105294-956,25,non
98-956,68,non
521-956,28,non
3155-956,20,non
19459-956,17,friends
956-3396,15,non
44256-956,28,non
131-956,62,non
6116-956,65,non
490-956,43,non
3379-956,36,non
19544-956,33,non
3229-956,21,friends
533-956,32,non
5717-956,56,friends
323-956,59,friends
3359-956,22,non
1773-956,43,friends
4690-956,33,non
11295-956,38,friends
2241-956,48,friends
819-842,57,non
19096-842,25,non
3236-842,69,non
1922-842,45,non
18584-842,50,non
3279-842,22,non
337-842,24,non
3756-842,40,non
1940-842,95,friends
842-1201,40,friends
1198-842,32,non
6156-842,60,non
2704-842,34,non
3206-842,24,non
2810-842,24,non
786-842,33,non
588-842,51,non
446-842,40,non
11060-842,37,non
4794-842,37,non
842-111,180,non
2798-842,74,friends
2319-842,21,friends
4806-842,21,non
3631-842,31,non
4929-842,136,non
3328-842,48,non
486-842,30,non
1274-842,165,non
401-842,34,friends
3003-842,24,non
4902-842,117,non
19404-842,28,non
48860-842,28,non
10837-842,38,non
3395-842,24,non
4985-842,196,non
6155-842,25,non
10393-842,23,non
1400-842,45,non
842-38878,50,non
3273-842,25,non
457-842,161,non
12788-842,21,non
109821-842,57,non
18898-842,69,non
226-842,73,non
578-842,85,non
1594-842,32,non
513-842,23,non
842-3440,62,non
11097-842,32,non
3682-842,86,non
332-842,38,non
436-842,27,non
350-842,38,non
10812-842,36,non
3667-842,41,non
267-842,34,non
573-842,24,non
11096-842,24,non
131-842,40,non
6116-842,33,non
3379-842,22,non
3480-842,58,non
5717-842,26,non
1773-842,21,non
11295-842,36,non
2241-842,21,non
4906-2,57,non
5604-2,29,non
130-2,45,non
1307-2,29,friends
2-898,33,friends
4820-2,21,non
10764-2,17,non
446-2,13,friends
2-19294,25,non
116441-2,43,non
48892-2,27,non
3463-2,32,non
4466-2,28,non
4815-2,38,non
4914-2,28,non
1304-2,30,non
10513-2,59,non
457-2,32,non
4368-2,33,non
531-2,55,friends
4855-2,54,non
170-2,56,non
3245-2,49,non
41069-2,53,non
472-2,23,non
836-2,20,friends
668-2,30,non
39034-2,24,non
494-2,24,non
3006-2,31,non
4478-2,44,non
832-2,31,friends
4906-3279,33,non
4906-3756,23,non
4906-113660,24,non
4906-4989,19,non
4906-4820,44,non
10764-4906,23,non
4906-753,37,non
4906-19294,41,non
4906-4730,24,non
4906-11349,23,non
4906-346,58,non
28448-4906,22,non
4906-10513,43,non
4906-2971,21,non
4906-10582,34,non
4906-170,62,non
4906-2413,28,non
4906-635,19,non
4906-4257,47,non
4906-185,22,non
4906-836,36,non
4906-668,22,non
4906-43122,38,non
4906-120553,39,non
15281-4906,34,non
832-4906,28,non
3236-1351,69,non
1351-18584,35,non
1351-3279,37,non
1351-1307,35,non
3756-1351,60,non
4989-1351,62,non
19401-1351,48,non
1351-2704,55,non
1351-1440,38,non
4930-1351,37,non
786-1351,85,non
1351-111,110,non
1351-2798,63,non
1351-19294,29,non
1351-2361,163,non
11067-1351,51,non
1351-1618,15,non
1351-3003,83,non
48860-1351,45,non
576-1351,35,non
1351-4730,38,non
1351-2758,37,non
1351-1075,45,non
2355-1351,24,non
10731-1351,11,non
1351-3384,32,non
3252-1351,59,non
4879-1351,29,non
49624-1351,106,friends
28804-1351,89,non
3245-1351,15,non
1351-469,21,non
1351-3087,34,non
41069-1351,51,non
4318-1351,36,non
124-1351,31,non
1351-108555,21,non
1351-4923,42,non
12876-1351,58,non
3129-1351,34,non
105528-1351,53,non
719-1351,48,non
15505-1351,21,non
2998-1351,49,non
101-1351,33,non
4319-1351,31,non
18830-6156,46,non
19401-18830,31,non
3206-18830,45,non
18830-1010,49,non
18830-2631,43,non
2361-18830,76,non
4913-18830,25,non
3412-18830,158,non
2758-18830,48,non
19603-18830,58,non
18830-1075,24,non
18830-6155,60,non
10388-18830,47,non
444-18830,26,non
2211-18830,51,non
1153-18830,17,non
18898-18830,26,non
179156-18830,86,non
436-18830,27,non
124863-18830,68,non
2344-18830,28,non
117729-18830,168,non
98-18830,57,non
124862-18830,49,non
3475-18830,28,non
3342-18830,21,non
1922-475,98,friends
3340-475,80,non
11019-475,95,friends
475-4657,52,non
2810-475,51,non
475-1542,68,friends
475-2341,165,non
446-475,22,non
854-475,49,non
551-475,62,non
3222-475,45,non
4806-475,47,friends
3631-475,30,non
486-475,32,friends
11067-475,114,non
491-475,54,friends
1180-475,40,non
4797-475,47,non
3935-475,78,non
1948-475,47,non
3395-475,25,non
947-475,30,non
3273-475,21,non
1414-475,20,non
18898-475,32,non
226-475,46,friends
475-18517,29,non
4632-475,37,non
3439-475,29,non
475-49370,33,non
14446-475,22,non
12321-475,56,friends
24266-475,51,non
4717-475,33,non
4678-475,25,non
4761-475,24,non
3476-475,30,non
19459-475,29,non
2714-475,14,non
3396-475,21,non
44256-475,39,non
3379-475,27,non
475-33491,27,non
3229-475,24,non
533-475,36,non
475-10733,68,non
3359-475,18,non
4690-475,25,non
130-5604,200,non
5604-18584,34,non
5604-1307,42,non
5604-19401,59,non
5604-898,21,non
5604-2357,114,non
10764-5604,139,non
5604-446,50,non
5604-11060,113,non
5604-111,24,non
5604-10727,27,non
5604-2363,22,non
4806-5604,22,non
5604-3328,36,non
5604-116441,35,non
5604-48892,38,non
5604-53,59,friends
4302-5604,110,non
3463-5604,64,non
3128-5604,29,non
5604-4466,135,non
5604-2355,58,non
4815-5604,80,non
1346-5604,44,non
5604-14858,22,non
5604-457,90,non
5604-12788,30,non
5604-29557,32,non
4368-5604,73,non
5604-10582,88,non
5604-10624,107,non
4855-5604,99,non
177-5604,126,non
5604-158,29,non
5604-14896,21,non
5604-3440,43,non
5604-332,32,non
5604-10938,46,non
6199-5604,52,non
5604-3295,27,non
4936-5604,51,non
5604-472,63,non
124-5604,33,non
5604-10812,21,non
5604-135,28,non
5604-18748,23,non
5604-10467,57,non
5604-2890,36,non
5604-3425,29,non
5604-494,30,non
313-5604,21,non
176-5604,66,non
5604-6278,44,non
6195-5604,36,non
5604-4478,36,non
510-5604,36,non
221-5604,38,non
832-5604,25,non
19096-819,77,non
819-1922,103,non
1256-819,32,non
819-18584,33,non
337-819,57,non
3756-819,89,non
819-1940,33,non
819-1201,51,non
819-1198,64,non
4989-819,27,non
6156-819,175,non
819-2704,74,non
819-3206,54,non
2810-819,63,non
786-819,44,non
588-819,147,non
446-819,119,non
11060-819,76,non
4794-819,67,non
819-10727,19,non
819-2319,83,non
4806-819,52,non
4858-819,30,non
3631-819,147,non
819-4929,51,non
3328-819,133,friends
486-819,79,non
401-819,97,friends
3935-819,33,non
19404-819,130,non
48860-819,43,non
819-10837,156,non
6155-819,58,non
4804-819,40,non
10393-819,23,non
3273-819,50,non
10368-819,27,non
10410-819,22,non
19585-819,16,non
819-211,33,friends
819-1414,19,non
18898-819,93,non
819-531,14,non
179156-819,35,non
3252-819,21,non
170-819,23,non
819-18517,61,non
819-11074,18,non
819-14446,23,non
3353-819,26,non
11097-819,92,non
3682-819,113,non
436-819,44,non
4678-819,44,non
350-819,131,non
4318-819,22,non
4936-819,22,non
3165-819,39,non
10812-819,65,non
819-3667,84,non
135-819,41,non
267-819,101,non
573-819,43,non
11096-819,106,non
98-819,74,non
521-819,40,non
3155-819,29,non
3425-819,17,non
125365-819,21,non
3396-819,17,non
819-131,52,non
6116-819,135,non
490-819,42,non
494-819,25,non
3379-819,29,non
819-2638,15,non
19544-819,37,non
313-819,36,non
15505-819,25,non
533-819,31,non
5717-819,78,non
323-819,45,non
4517-819,16,non
1773-819,84,non
819-1544,52,non
2800-819,28,non
11295-819,49,non
2241-819,71,non
1251-106819,370,non
1426-1251,256,non
38878-1251,106,non
1251-38706,69,non
1356-1251,268,non
1251-38741,180,non
14428-1251,100,friends
130-3236,54,non
130-18584,47,non
130-1307,51,non
130-19401,50,non
130-898,48,non
130-2357,60,non
130-10764,157,non
130-446,48,non
130-11060,66,non
130-753,32,non
130-111,34,friends
130-10727,64,non
130-2798,54,non
130-3328,42,non
130-19294,25,non
130-116441,59,non
130-53,108,friends
130-4302,135,non
130-3003,53,non
130-48860,49,non
130-3395,28,non
130-3463,148,non
130-3128,32,non
130-4466,146,non
130-2355,77,non
130-4815,139,non
130-1346,40,non
130-457,121,non
130-12788,62,non
130-29557,22,non
130-4368,153,non
130-10582,32,non
130-10624,64,non
130-4855,147,non
130-177,147,non
130-158,41,non
130-170,23,non
130-4489,35,non
130-3440,66,non
130-332,60,non
130-10938,68,non
130-3295,60,non
4936-130,93,friends
130-472,84,non
130-124,77,non
130-10812,29,non
4923-130,16,non
130-135,79,non
130-267,31,non
130-18748,34,non
130-10467,49,non
130-2890,32,non
130-3425,75,non
130-4864,26,non
130-494,70,non
130-8606,29,non
130-313,51,non
130-176,73,non
130-6278,98,non
130-3006,22,non
130-6195,101,non
130-4478,74,non
130-510,56,non
221-130,44,non
130-832,23,non
19096-1922,63,non
19096-18584,43,non
19096-1488,35,non
19096-337,105,non
19096-3756,141,non
19096-1201,73,non
19096-1198,32,non
4989-19096,52,non
19096-6156,69,non
19096-2704,69,non
19096-3206,57,non
2810-19096,77,non
19096-786,44,non
588-19096,129,non
19096-446,75,non
19096-1404,87,non
19096-11060,47,non
19096-4794,202,non
19096-2319,35,non
4806-19096,38,non
3631-19096,30,non
19096-4929,34,non
19096-3328,60,non
486-19096,97,non
1274-19096,111,non
401-19096,99,friends
19096-19404,54,non
48860-19096,34,non
576-19096,13,non
19096-10837,61,non
19096-4730,35,non
19096-6155,25,non
19096-4804,32,non
19096-6425,26,non
1108-19096,22,non
3273-19096,28,non
19096-211,91,non
19096-1414,23,non
19096-18898,73,non
19096-531,20,non
4435-19096,45,friends
19096-1080,39,non
19096-4879,25,non
4663-19096,63,non
19096-14446,46,non
19096-11097,51,non
19096-3682,59,non
19096-436,58,non
18352-19096,36,non
19096-4678,65,non
350-19096,40,non
4318-19096,49,non
19096-4936,44,non
19096-3165,29,non
124-19096,14,non
19096-10812,40,non
6756-19096,17,non
19096-3667,46,non
135-19096,31,non
267-19096,47,non
19096-573,30,non
11096-19096,49,non
98-19096,22,non
521-19096,42,non
19096-1148,46,non
3155-19096,16,non
19096-3396,22,non
19096-131,67,non
6116-19096,48,non
490-19096,47,non
494-19096,28,non
19096-19544,23,non
313-19096,23,non
15505-19096,16,non
1388-19096,33,non
533-19096,44,non
5717-19096,25,non
9651-19096,21,non
510-19096,21,non
4517-19096,24,non
19096-1773,16,non
19096-4690,15,non
19096-11295,29,non
2241-19096,24,non
4319-19096,34,non
1256-3236,23,non
3236-18584,65,non
3236-3279,37,non
1307-3236,54,non
3756-3236,38,non
3236-1940,27,non
4989-3236,38,non
19401-3236,61,non
2704-3236,19,non
3236-1440,29,non
3236-898,20,non
3236-2810,17,non
2357-3236,39,non
10764-3236,20,non
786-3236,46,non
3236-2193,19,non
446-3236,70,non
3236-111,135,non
2798-3236,50,non
4929-3236,91,non
3328-3236,43,non
3236-19294,43,non
116441-3236,24,non
3236-2361,19,non
1274-3236,51,non
1618-3236,24,non
53-3236,71,non
4302-3236,28,non
3003-3236,130,non
241-3236,21,non
4902-3236,19,non
48860-3236,118,non
576-3236,27,non
4730-3236,19,non
3395-3236,32,non
3463-3236,38,non
10393-3236,31,non
1359-3236,32,non
1400-3236,31,non
4466-3236,29,non
2355-3236,81,non
4815-3236,57,non
1346-3236,33,non
10368-3236,24,non
346-3236,29,non
10410-3236,27,non
3236-3384,21,non
457-3236,91,non
12788-3236,47,non
3236-211,17,non
4368-3236,28,non
10445-3236,27,non
18898-3236,21,non
531-3236,32,non
4855-3236,49,non
3236-3252,41,non
177-3236,33,non
158-3236,33,non
226-3236,35,non
170-3236,22,non
578-3236,22,non
4879-3236,56,non
3236-976,16,non
695-3236,30,non
3236-49624,33,non
3439-3236,22,non
3236-3353,27,non
3440-3236,44,non
3245-3236,39,non
3236-469,18,non
332-3236,85,non
728-3236,36,non
10938-3236,41,non
3087-3236,24,non
41069-3236,24,non
3295-3236,28,non
4318-3236,45,non
4936-3236,21,non
472-3236,26,non
4257-3236,25,non
3236-3165,22,non
124-3236,62,non
4994-3236,35,non
836-3236,24,non
3236-108555,36,non
3236-4923,35,non
2947-3236,16,non
135-3236,27,non
267-3236,29,non
18748-3236,39,non
272-3236,25,non
10467-3236,18,non
12876-3236,48,non
2890-3236,42,non
3425-3236,80,non
3236-1406,17,non
3129-3236,51,non
3236-887,35,non
4864-3236,35,non
494-3236,21,non
8606-3236,33,non
2638-3236,22,non
719-3236,23,non
313-3236,31,non
4738-3236,23,non
176-3236,26,non
2998-3236,27,non
6195-3236,22,non
510-3236,28,non
4517-3236,29,non
221-3236,34,non
101-3236,28,non
2800-3236,23,non
4319-3236,41,non
3340-1922,183,friends
18584-1922,52,non
337-1922,71,non
3756-1922,78,non
1922-1201,46,friends
1198-1922,35,non
4989-1922,29,non
6156-1922,45,non
11019-1922,42,non
1922-2704,55,non
3206-1922,83,non
2810-1922,120,non
786-1922,50,non
1542-1922,56,non
588-1922,78,non
446-1922,118,non
854-1922,38,friends
11060-1922,35,non
551-1922,95,friends
3222-1922,102,non
4794-1922,60,non
2319-1922,72,non
4806-1922,49,non
3631-1922,59,non
4929-1922,54,non
3328-1922,68,non
486-1922,74,non
401-1922,72,non
11067-1922,64,non
491-1922,58,friends
4797-1922,27,non
1922-1948,49,friends
19404-1922,66,non
48860-1922,46,non
1922-10837,93,non
1922-3395,23,non
6155-1922,19,non
947-1922,28,non
1108-1922,23,non
3273-1922,82,non
211-1922,28,non
1922-1414,34,non
18898-1922,134,non
226-1922,15,non
18517-1922,49,non
4879-1922,23,non
3439-1922,42,non
14446-1922,55,non
12321-1922,31,non
24266-1922,227,friends
11097-1922,40,non
3682-1922,80,non
436-1922,47,non
4678-1922,38,non
350-1922,51,non
4318-1922,36,non
4936-1922,23,non
3165-1922,32,non
10812-1922,59,non
3667-1922,32,non
1922-3476,22,non
135-1922,29,non
267-1922,73,non
573-1922,43,non
11096-1922,66,non
98-1922,32,non
521-1922,36,non
19459-1922,26,non
381-1922,22,non
1922-3396,19,non
44256-1922,24,non
131-1922,90,non
6116-1922,57,non
490-1922,38,non
494-1922,24,non
3379-1922,23,non
33491-1922,21,non
19544-1922,29,non
313-1922,31,non
533-1922,35,non
5717-1922,54,non
323-1922,42,non
1922-3359,18,non
1773-1922,30,non
4690-1922,28,non
11295-1922,47,non
2241-1922,43,non
113660-1256,117,non
1256-1940,110,non
19401-1256,61,non
1256-1440,34,friends
1256-2357,39,non
1256-4794,48,non
753-1256,27,non
1256-4929,25,non
1256-1618,24,non
1256-1827,125,non
4880-1256,118,non
205-1256,119,friends
10393-1256,85,non
1400-1256,13,non
1256-49804,97,non
1108-1256,81,friends
1346-1256,24,non
10368-1256,64,non
10410-1256,70,non
10731-1256,44,non
1256-211,76,non
10445-1256,40,non
1256-49152,129,non
3252-1256,38,non
680-1256,48,non
1256-11074,65,non
109724-1256,32,non
3353-1256,66,non
1256-4799,23,non
1256-12505,32,non
1256-5234,36,non
4923-1256,35,non
1256-3425,39,non
125365-1256,97,non
128668-1256,47,non
19935-1256,58,non
1256-2638,42,non
91707-1256,86,non
1256-8704,70,friends
2800-1256,45,non
1256-8680,63,friends
3340-1488,35,non
3340-2704,27,non
2810-3340,103,non
3340-1542,40,non
3340-2341,21,non
3340-446,40,non
854-3340,52,friends
551-3340,260,friends
3222-3340,151,non
4806-3340,38,non
3340-401,36,non
11067-3340,61,non
491-3340,192,friends
4797-3340,39,non
48860-3340,22,non
576-3340,45,non
6425-3340,21,non
3273-3340,67,non
3340-18898,31,non
3340-226,13,non
4632-3340,55,non
3340-24266,29,non
4717-3340,31,non
350-3340,33,non
635-3340,54,non
4761-3340,27,friends
3340-3476,36,non
3340-267,22,non
98-3340,13,non
3340-10733,25,non
4900-18584,125,non
3279-18584,17,non
1307-18584,39,non
337-18584,46,non
3756-18584,50,non
18584-1201,45,non
4989-18584,23,non
6156-18584,35,non
19401-18584,24,non
18584-2704,42,non
18584-661,15,non
3206-18584,53,non
2810-18584,47,non
2357-18584,48,non
786-18584,72,non
588-18584,40,non
446-18584,65,non
11060-18584,40,non
4794-18584,40,non
18584-111,65,non
10727-18584,19,non
2798-18584,32,non
4806-18584,30,non
18584-19074,12,non
4929-18584,37,non
3328-18584,65,non
486-18584,41,non
401-18584,28,non
4302-18584,38,non
3003-18584,211,non
984-18584,100,non
18584-241,19,non
18584-756,28,non
4902-18584,32,non
19404-18584,25,non
48860-18584,110,non
10837-18584,17,non
3395-18584,54,non
19470-18584,30,non
3463-18584,30,non
4785-18584,82,non
4466-18584,27,non
2355-18584,44,non
4815-18584,43,non
1346-18584,19,non
3273-18584,25,non
457-18584,60,non
12788-18584,51,non
4368-18584,38,non
19768-18584,26,non
109821-18584,33,non
38293-18584,55,non
18898-18584,49,non
531-18584,33,non
10624-18584,55,non
4855-18584,60,non
3252-18584,35,non
177-18584,37,non
170-18584,24,non
1384-18584,51,non
49624-18584,31,non
14446-18584,48,non
3440-18584,23,non
3245-18584,29,non
726-18584,30,non
3682-18584,36,non
332-18584,103,non
436-18584,31,non
4678-18584,23,non
